,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
2034,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK RASGOS,9479710006,46,CALÇA JEANS,1,0,left_only,-1,1
2035,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 INFO PRD INK STONE USED TANK E,9483930002,6,CALÇA,3,2,both,-1,1
2036,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAL,RELOGIO CONDOR MASC EMBORRACHADO P4 KIT,9456650000,,KIT MASCULINO EMBORRACHADO,1,1,both,0,0
2037,AZUL,C,VESTUARIO,CR,CRB,CRBC,CAMISOLA MANGA CURTA CR PRD ELLA LISO AZ,9569190003,M,CAMISOLA / ROBE,3,3,both,0,0
2038,,W,BELEZA,WL,WLD,WLDA,BATOM  WL VULT VULT BATOM MATE 015 35g,9032260000,,BATOM,2,2,both,0,0
2039,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ESS C9 PRD RENDA BASE CHOCO,8388610003,44,SOUTIEN / TOP,5,1,both,-4,4
2040,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA SARJA CRN PRD INK Lucy Baby Stone,9468730001,38,CALÇA JEANS,1,1,both,0,0
2041,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,2 CALCINHAS APP TRS ALTA MFB REF 50027 D,8103200003,GG,CALCINHA / BOTTOM,1,1,both,0,0
2042,,W,BELEZA,WA,WAE,WAEP,COLONIA DESODORANTE MASCULINA PORTIOLLI,8687200000,,PERFUME,4,3,both,-1,1
2043,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN SNS SLO BASE VERMELHO RENDA BASI,8222140008,46,SOUTIEN / TOP,1,0,left_only,-1,1
2044,PRETO,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA FR,9468420008,GG,SHORT DOLL,5,3,both,-2,2
2045,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440900007,48,CALÇA JEANS,1,0,left_only,-1,1
2046,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAJ,RELOGIO MONDAINE MASC COURO MARROM KIT A,9632090000,,KIT MASCULINO COURO,2,2,both,0,0
2047,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAH,RELOGIO MORMAII EMBORRACHADO ROSA AVULSO,9667820000,,MASCULINO EMBORRACHADO,2,2,both,0,0
2048,PRETO,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT PAIS INK LAVAGEM COM ST,9440410001,38,CALÇA JEANS,1,0,left_only,-1,1
2049,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384130005,44,CALÇA JEANS,5,2,both,-3,3
2050,BRANCO,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA LISO BRANCO 42 BRANC,9671710002,42,SOUTIEN / TOP,4,3,both,-1,1
2051,VERMELHO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI REF 51509 K2,8878390002,G,CALCINHA / BOTTOM,5,4,both,-1,1
2052,,W,BELEZA,WA,WAE,WAEP,DESODORANTE COLONIA MASCULINA EVERLAST C,9673680000,,PERFUME,2,1,both,-1,1
2053,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384200001,36,CALÇA JEANS,1,1,both,0,0
2054,ROSA,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA RENDA  LISO ROSA G R,9647270001,G,CALCINHA / BOTTOM,3,3,both,0,0
2055,,W,BELEZA,WL,WLE,WLEA,DEMAQUILANTE PRIMER  WL VULT VULT PRIMER,9032110000,,DEMAQUILANTE / PRIMER,1,1,both,0,0
2056,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT LCM INK LAVAGEM COM USE,9440440002,40,CALÇA JEANS,1,0,left_only,-1,1
2057,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET DOURADO REDONDO COLOR VC2,9562050001,UNICO,ÓCULOS METAL,1,1,both,0,0
2058,AZUL,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 SLO INK BERMUDA INFO JUVO MAR,9633550006,8,BERMUDA,2,0,left_only,-2,2
2059,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573010005,44,BOTTOM CURTO JEANS,3,2,both,-1,1
2060,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK ELASTICO CINTURA,9422370005,48,CALÇA JEANS PLUS,1,1,both,0,0
2061,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CRN MSA INK VISTA ABOTOADA R,9415730006,40,CALÇA JEANS,1,0,left_only,-1,1
2062,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA  INK PTO EMP SLIM 5 POCKETS,9440720007,48,CALÇA SARJA,1,0,left_only,-1,1
2063,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  JV PRD INK VISTA ABOTOADA E RASGO,9596730004,40,CALÇA JEANS,1,1,both,0,0
2064,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697860002,38,CALÇA JEANS,1,0,left_only,-1,1
2065,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK LISO,9479660001,36,CALÇA JEANS,2,0,left_only,-2,2
2066,BRANCO,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA ESTAMPADO BRANCO M,9568850002,M,KIT CALCINHA,3,3,both,0,0
2067,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK DETONA,9479640004,42,CALÇA JEANS,2,0,left_only,-2,2
2068,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA CRN MSA INK JOGGER CARGO  LI,9637460005,44,CALÇA SARJA,2,0,left_only,-2,2
2069,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692390001,36,CALÇA JEANS,1,0,left_only,-1,1
2070,AZUL,C,VESTUARIO,C8,C8B,C8BB,BERMUDA C8 PPO PRD INK CORDAO E DENIM NO,9483760003,3,BERMUDA,5,0,left_only,-5,5
2071,BRANCO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG P1 RENDA BCA ADA 46 BRANCO CL,9458340001,46,SOUTIEN / TOP,2,1,both,-1,1
2072,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK BARRA V,9384480001,36,CALÇA JEANS,1,0,left_only,-1,1
2073,LILAS,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA FLORZINHA 2 ESTAMPA,9388960005,P,KIT CALCINHA,1,1,both,0,0
2074,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA SEM MANGA CJ SLO ELLA POA ESTAM,9648990004,46,CAMISOLA / ROBE,3,3,both,0,0
2075,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK JOGGER LISO 34099 PRETO,9373000006,48,CALÇA SARJA,1,0,left_only,-1,1
2076,CINZA,C,VESTUARIO,CP,CPC,CPCD,CHINELO FECHADO EVA MINNIE E MICKEY  EST,9548880001,35/36,CHINELOS,2,2,both,0,0
2077,AZUL,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 PRD INFA INK COM NERVURA LISO 3,9483600003,8,SHORT/SAIA,3,0,left_only,-3,3
2078,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS TRS PUSH UP COTTON PTO CHOCO,8808140001,40,SOUTIEN / TOP,2,2,both,0,0
2079,VERMELHO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG MC ACORDEI VERM LUA C7 48,9598650002,48,BERMUDOL/SHORT DOLL,2,2,both,0,0
2080,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK LISO JEANS 36 JE,9573600001,36,CALÇA JEANS,1,0,left_only,-1,1
2081,BEGE,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA  SLO ELLA CHAMPAGNE LISO BEGE G,9637520002,GG,CALCINHA / BOTTOM,2,2,both,0,0
2082,AZUL,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV MSA INK BASICA BARRA VIRA,9420050012,36,CALÇA SARJA,1,0,left_only,-1,1
2083,PRETO,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703690003,42,CALÇA JEANS,2,0,left_only,-2,2
2084,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK COM AMARRACAO LIS,9481200003,48,BOTTOM CURTO JEANS PLUS,5,0,left_only,-5,5
2085,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK BARRA D,9384530005,36,CALÇA JEANS,1,0,left_only,-1,1
2086,ROSA,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN BASE CJ MSA ELLA LISO ROSA 42 RO,9424680002,42,SOUTIEN / TOP,2,1,both,-1,1
2087,ROSA,C,VESTUARIO,CY,CYA,CYAB,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9427160014,42,CALÇA SARJA,1,0,left_only,-1,1
2088,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK RASGOS,9481100002,50,CALÇA JEANS PLUS,1,0,left_only,-1,1
2089,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK MARMORIZADO LISO,9588590002,38,CALÇA JEANS,1,0,left_only,-1,1
2090,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CF PRD INK USED TANK MARMORIZADO,9480870006,46,CALÇA JEANS,2,1,both,-1,1
2091,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760005,38,CALÇA JEANS,1,1,both,0,0
2092,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460007,46,BOTTOM CURTO JEANS,2,1,both,-1,1
2093,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ PRD ELLA LISO 41741 PRETO 44,9447120003,44,SOUTIEN / TOP,4,3,both,-1,1
2094,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9589310002,GG,SHORT DOLL,2,2,both,0,0
2095,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BASICO AMACIADO,9384030005,42,BOTTOM CURTO JEANS,3,1,both,-2,2
2096,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM NERVURA  LISO,9421150004,46,CALÇA JEANS PLUS,1,0,left_only,-1,1
2097,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO CONDOR FEM DOURADO P3 KIT COLAR,9518110000,,KIT FEMININO DOURADO,2,2,both,0,0
2098,,W,BELEZA,WB,WBI,WBIC,LOCAO HIDRATANTE DESODORANTE CORPORAL JE,8687500000,,HIDRATANTE CORPORAL,1,1,both,0,0
2099,MARROM,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS HOMESOCKS  S,9306590001,34/39,MEIA CASUAL/ESPORTIVA,1,0,left_only,-1,1
2100,BRANCO,C,VESTUARIO,C6,C6A,C6AT,2  SOUTIENS APP TRS PUSH UP C  BJ LISO T,7205860004,40,SOUTIEN / TOP,1,0,left_only,-1,1
2101,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP5 SARJA MARROM EASE CS SLO SLIM,8337730006,46,CALÇA SARJA,1,0,left_only,-1,1
2102,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK BARRA D,9384520003,40,CALÇA JEANS,2,1,both,-1,1
2103,ROSA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA BU,9438700001,M,SHORT DOLL,8,8,both,0,0
2104,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Calc,9697900003,40,CALÇA JEANS,1,0,left_only,-1,1
2105,PRETO,C,VESTUARIO,C6,C6A,C6AB,CINTA APP CALCINHA TRS FAIXA ULTRA ZERO,8332790001,P,CALCINHA / BOTTOM,1,1,both,0,0
2106,ROSA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA ESTRELA ESTAMPAD,9588710002,M,KIT CALCINHA,3,3,both,0,0
2107,JEANS,C,VESTUARIO,CY,CYA,CYAF,BLUSA MANGA CURTA JEANS CRN PRD INK MANG,9420930001,36,TOP,2,0,left_only,-2,2
2108,ROSA,C,VESTUARIO,CY,CYA,CYAA,CALCA SARJA CRN PRD INK ROSA LISO C21527,9671540004,42,CALÇA JEANS,2,1,both,-1,1
2109,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK CHINO  LISO IN,9498300007,48,BERMUDA SARJA,1,0,left_only,-1,1
2110,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK BARRA D,9481090004,48,CALÇA JEANS PLUS,4,2,both,-2,2
2111,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9479560001,36,CALÇA JEANS,1,0,left_only,-1,1
2112,CHOCOLATE,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1 CHOCO BCO LIV C7 M C,8516960002,M,KIT CALCINHA,1,0,left_only,-1,1
2113,ROSA,C,VESTUARIO,C6,C6A,C6AA,3 CALCINHAS APP TANGA TRS COTTON LISO RO,8554820004,GG,CALCINHA / BOTTOM,2,2,both,0,0
2114,AZUL,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383770002,48,BOTTOM CURTO SARJA PLUS,2,2,both,0,0
2115,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080001,36,CALÇA JEANS,1,0,left_only,-1,1
2116,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA SEM MANGA CJ SLO ELLA ONCINHA E,9649010001,40,CAMISOLA / ROBE,1,1,both,0,0
2117,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK RASGOS,9481110003,46,CALÇA JEANS PLUS,2,1,both,-1,1
2118,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460006,44,BOTTOM CURTO JEANS,7,1,both,-6,6
2119,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA SEM MANGA CJ SLO ELLA POA ESTAM,9648990003,44,CAMISOLA / ROBE,3,3,both,0,0
2120,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ALONGADA ESS C9 MSA BJ TRIA,9310710001,40,SOUTIEN / TOP,2,2,both,0,0
2121,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS CRN MSA INK USED BIGODE DE,9578640004,44,BERMUDA JEANS,2,0,left_only,-2,2
2122,AZUL,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 SLO INK BERMUDA INFO JUVO MAR,9633550003,14,BERMUDA,2,0,left_only,-2,2
2123,PRETO,C,VESTUARIO,CJ,CJA,CJAK,2 CALCINHAS MFB CJ SLO HANK PANK FIOI RO,9644110007,GG,KIT CALCINHA,1,0,left_only,-1,1
2124,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ ELLA RENDA PRETA FORRO PINK,9560450003,P,CALCINHA / BOTTOM,1,1,both,0,0
2125,AZUL,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR PRD ELLA ALCA QUE SOBE RENDA,9334940006,42,SOUTIEN / TOP,1,1,both,0,0
2126,BRANCO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP SLO BASE VERAO PP LUTESTIL B,7738130002,42,SOUTIEN / TOP,3,0,left_only,-3,3
2127,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK ABERTUR,9384510001,36,CALÇA JEANS,1,1,both,0,0
2128,VINHO,C,VESTUARIO,CR,CRA,CRAB,CALCINHA CR ELLA TRIANGULO VINHO LISO VI,9454250004,P,CALCINHA / BOTTOM,0,0,left_only,0,0
2129,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB LISTRAS MARINHO,8297010003,G,CALCINHA / BOTTOM,3,2,both,-1,1
2130,VERDE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO VERDE 42 V,9569870003,42,BERMUDA SARJA,2,0,left_only,-2,2
2131,,W,BELEZA,WB,WBQ,WBQE,CONDICIONADOR JEQUITI FYO PROFISSIONAL D,8813330000,,CONDICIONADOR,3,3,both,0,0
2132,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK BERMUDA CHINO,9637480014,50,BERMUDA SARJA,1,0,left_only,-1,1
2133,BEGE,C,VESTUARIO,CP,CPM,CPMM,MEIA 3 4 APP ACC FCX FIO15 NATURAL REF,6959120001,UNICO,MEIA SINTÉTICA,2,2,both,0,0
2134,PRETO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS TG CALCA ALTA RENDA LATERAL,9664740003,P,KIT CALCINHA,2,2,both,0,0
2135,DOURADO,C,VESTUARIO,C5,C5E,C5EA,CJT DOURADO COLAR TRES CORACOES CJO00382,9499630001,SEM TAMANHO,CONJUNTO,3,0,left_only,-3,3
2136,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS MASC ACE PRETO QUADRADO FUME VC10,9568450001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2137,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ALONGADA ESS C9 MSA BJ TRIA,9310710003,44,SOUTIEN / TOP,3,3,both,0,0
2138,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS FEM ACE MARROM QUADRADO MARROM DE,9568590001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2139,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS INK JEANS AZUL CLARO  LISO J,9654220006,40,CALÇA JEANS,1,1,both,0,0
2140,AMARELO,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA V,9633580005,6,SHORT/SAIA,2,1,both,-1,1
2141,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS MASC ACE,9682470001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2142,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK ABERTUR,9384450005,44,CALÇA JEANS,1,1,both,0,0
2143,AZUL,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ SLO ELLA MARINHO LISO AZUL G,9637500001,G,CALCINHA / BOTTOM,5,5,both,0,0
2144,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF 51509 K5 LIS,8719590001,G,CALCINHA / BOTTOM,5,4,both,-1,1
2145,ROSA,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ SLO ELLA HANK PANK LISO ROSA,9644120005,M,KIT CALCINHA,2,2,both,0,0
2146,VINHO,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL SEM MANGA JV CN PRD GARFIELD,9443550012,GG,SHORT DOLL,1,1,both,0,0
2147,BRANCO,C,VESTUARIO,CP,CPM,CPMG,MEIA SAPATILHA REF T06811 ALGODAO BRC ES,9642120001,34-39,MEIA CASUAL/ESPORTIVA,14,2,both,-12,12
2148,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS TRS BASE C BOJO SEM ARO PTO,8831740001,42,SOUTIEN / TOP,7,5,both,-2,2
2149,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA GO,9667060004,P,SHORT DOLL,1,1,both,0,0
2150,AMARELO,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA V,9633580002,12,SHORT/SAIA,1,1,both,0,0
2151,AZUL,C,VESTUARIO,CR,CRB,CRBK,KIT CALCINHA CR SLO ELLA LISO MARINHO M,9679470002,M,KIT CALCINHA,3,3,both,0,0
2152,CAQUI,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 SLO INFO INK JOGGER LISO CAQUI,9434250003,8,CALÇA,1,1,both,0,0
2153,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSED LIS,9578050006,48,CALÇA JEANS,1,0,left_only,-1,1
2154,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF  K51509 K195,8218660004,GG,CALCINHA / BOTTOM,2,1,both,-1,1
2155,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA JEANS CRN PRD INK CALCA SKINNY USE,9566290002,38,BOTTOM  JOVEM,1,0,left_only,-1,1
2156,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9564100011,G,SHORT DOLL,5,0,left_only,-5,5
2157,BEGE,C,VESTUARIO,CP,CPM,CPMM,2 PARES MEIA APP ACC FCX SAPATILHA FIO40,7885490001,UNICO,MEIA SINTÉTICA,1,0,left_only,-1,1
2158,ROSA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA SOQUETE ACC SLO BULLDOG   C,9435010001,34/39,MEIA CASUAL/ESPORTIVA,4,1,both,-3,3
2159,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167490004,40,BOTTOM CURTO JEANS,8,0,left_only,-8,8
2160,,W,BELEZA,WB,WBQ,WBQE,CONDICIONADOR JEQUITI FYO PROFISSIONAL L,8813360000,,CONDICIONADOR,3,3,both,0,0
2161,BRANCO,C,VESTUARIO,CY,CYA,CYAE,SHORT   INK LISO 07FE00650 BRANCO 44 BRA,9585490006,44,BOTTOM CURTO SARJA,0,0,left_only,0,0
2162,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT JEANS CRN MSA INK AMASSADINHO VERD,9630400007,40,BOTTOM CURTO SARJA,2,0,left_only,-2,2
2163,ROSA,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA RENDA  LISO ROSA M R,9647270003,M,CALCINHA / BOTTOM,2,2,both,0,0
2164,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS OCULOS FEMINI,9718470001,UNICO,ÓCULOS ACETATO,1,0,left_only,-1,1
2165,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK COS DUPLO E BOLSO,9579600003,36,CALÇA JEANS,1,0,left_only,-1,1
2166,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA JEANS CRN PRD INK RASG,9480830005,38,INTEIRO,2,2,both,0,0
2167,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA CS SLO INK BERMUDA COS DE ELASTI,9076320007,50,BERMUDA SARJA,1,0,left_only,-1,1
2168,JEANS,C,VESTUARIO,CY,CYC,CYCD,SAIA JEANS PS PRD INK MARIAS ELASTICO TR,9481240001,50,BOTTOM CURTO JEANS PLUS,5,3,both,-2,2
2169,PRETO,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MARCA DE TERCEIROS CIGARRETE,9564130001,44,CALÇA JEANS,1,0,left_only,-1,1
2170,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA EVT LCM INK LAVAGEM COM USE,9440440005,46,CALÇA JEANS,3,0,left_only,-3,3
2171,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK RASGOS SKY LISO,9480190003,40,BOTTOM CURTO JEANS,4,1,both,-3,3
2172,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950004,44,CALÇA JEANS,2,2,both,0,0
2173,ROSA,C,VESTUARIO,C8,C8A,C8AA,CALCA C8 PRD PPA INK CLOCHARD COM 2 BOTO,9483530003,3,CALÇA,3,3,both,0,0
2174,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSED LIS,9578050005,46,CALÇA JEANS,3,0,left_only,-3,3
2175,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310005,34,CALÇA JEANS,3,0,left_only,-3,3
2176,PRETO,C,VESTUARIO,CN,CNC,CNCB,SHORT DOLL JV CN SLO DISNEY V ESTAMPADO,9297020004,P,CALCINHA / BOTTOM,4,3,both,-1,1
2177,CINZA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9577780003,P,SHORT DOLL,1,1,both,0,0
2178,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS 1 2 DAILY REF C04935 MAC,3555270034,EG,SOUTIEN / TOP,1,1,both,0,0
2179,AZUL,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV MSA INK BASICA BARRA VIRA,9475000012,42,CALÇA SARJA,2,0,left_only,-2,2
2180,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD JUVO SUPER STONE COM USED,9484080003,14,BERMUDA,3,1,both,-2,2
2181,BRANCO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO BRANCO 38,9569860001,38,BERMUDA SARJA,1,0,left_only,-1,1
2182,VINHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ MSA ELLA BICOLOR VINHO 42 VIN,9687070006,42,SOUTIEN / TOP,1,1,both,0,0
2183,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT JEANS CRN PRD INK COM FAIXA LISO 0,9480720006,46,BOTTOM CURTO SARJA,1,1,both,0,0
2184,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS S,9456920001,40,CALÇA JEANS,1,0,left_only,-1,1
2185,JEANS,C,VESTUARIO,CY,CYA,CYAH,BERMUDA JEANS CF MSA INK MOM MEIA COXA L,9592970002,36,SAIA,2,1,both,-1,1
2186,AZUL,C,VESTUARIO,C7,C7A,C7AC,CAMISOLA FRAUDADA HAPPY AZUL JIN C7 50 A,9623100002,50,CAMISOLA / ROBE,3,3,both,0,0
2187,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK CHINO  LISO IN,9498300004,42,BERMUDA SARJA,3,0,left_only,-3,3
2188,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK ELASTICO E AMARR,9480260007,34,BOTTOM CURTO JEANS,1,1,both,0,0
